"variable" "mean" "activity" "subject"
"tBodyGyroMag_std" -0.664078383532781 NA 5
"tBodyGyroJerkMag_mean" -0.707383517582782 NA 5
"tBodyGyroJerkMag_std" -0.734187493344371 NA 5
"fBodyAcc_mean_X" -0.55123770513245 NA 5
"fBodyAcc_mean_Y" -0.440232431795033 NA 5
"fBodyAcc_mean_Z" -0.696171811490066 NA 5
"fBodyAcc_std_X" -0.492829885748675 NA 5
"fBodyAcc_std_Y" -0.422162171100331 NA 5
"fBodyAcc_std_Z" -0.649351210748344 NA 5
"fBodyAcc_meanFreq_X" -0.226370689942053 NA 5
"fBodyAcc_meanFreq_Y" 0.0748636861897351 NA 5
"fBodyAcc_meanFreq_Z" 0.0062663175707947 NA 5
"fBodyAccJerk_mean_X" -0.604769869438742 NA 5
"fBodyAccJerk_mean_Y" -0.550991969857417 NA 5
"fBodyAccJerk_mean_Z" -0.768762357980132 NA 5
"fBodyAccJerk_std_X" -0.584013626983444 NA 5
"fBodyAccJerk_std_Y" -0.491500434303907 NA 5
"fBodyAccJerk_std_Z" -0.798835563807947 NA 5
"fBodyAccJerk_meanFreq_X" -0.10292084499106 NA 5
"fBodyAccJerk_meanFreq_Y" -0.27429092242043 NA 5
"fBodyAccJerk_meanFreq_Z" -0.163706246351656 NA 5
"fBodyGyro_mean_X" -0.632239300829801 NA 5
"fBodyGyro_mean_Y" -0.71706218781457 NA 5
"fBodyGyro_mean_Z" -0.537329127293278 NA 5
"fBodyGyro_std_X" -0.73573857718543 NA 5
"fBodyGyro_std_Y" -0.702290390960265 NA 5
"fBodyGyro_std_Z" -0.669353687483444 NA 5
"fBodyGyro_meanFreq_X" -0.0381646986649007 NA 5
"fBodyGyro_meanFreq_Y" -0.0720666007195695 NA 5
"fBodyGyro_meanFreq_Z" 0.0744028987918874 NA 5
"fBodyAccMag_mean" -0.528503022745033 NA 5
"fBodyAccMag_std" -0.594259529756954 NA 5
"fBodyAccMag_meanFreq" 0.0781455594845364 NA 5
"fBodyAccJerkMag_mean" -0.573176177044172 NA 5
"fBodyAccJerkMag_std" -0.613485123609272 NA 5
"fBodyAccJerkMag_meanFreq" 0.131619298935099 NA 5
"fBodyGyroMag_mean" -0.677355755703311 NA 5
"fBodyGyroMag_std" -0.715731148145695 NA 5
"fBodyGyroMag_meanFreq" 0.062219113935298 NA 5
"fBodyGyroJerkMag_mean" -0.748829309536424 NA 5
"fBodyGyroJerkMag_std" -0.735610602483444 NA 5
"fBodyGyroJerkMag_meanFreq" 0.0307564556565894 NA 5
"tBodyAcc_mean_X" 0.272376614181538 NA 6
"tBodyAcc_mean_Y" -0.0175697042641846 NA 6
"tBodyAcc_mean_Z" -0.11599454136 NA 6
"tBodyAcc_std_X" -0.505086085072062 NA 6
"tBodyAcc_std_Y" -0.368403670137262 NA 6
"tBodyAcc_std_Z" -0.672512004586708 NA 6
"tGravityAcc_mean_X" 0.688702063569231 NA 6
"tGravityAcc_mean_Y" 0.0162055455953846 NA 6
"tGravityAcc_mean_Z" 0.0475199990906462 NA 6
"tGravityAcc_std_X" -0.958898709015385 NA 6
"tGravityAcc_std_Y" -0.9509348864 NA 6
"tGravityAcc_std_Z" -0.937910223507692 NA 6
"tBodyAccJerk_mean_X" 0.0813833604034769 NA 6
"tBodyAccJerk_mean_Y" 0.000479281129661539 NA 6
"tBodyAccJerk_mean_Z" -0.00225896302076923 NA 6
"tBodyAccJerk_std_X" -0.531468310262154 NA 6
"tBodyAccJerk_std_Y" -0.454437496885815 NA 6
"tBodyAccJerk_std_Z" -0.738955207627692 NA 6
"tBodyGyro_mean_X" -0.0433611785374462 NA 6
"tBodyGyro_mean_Y" -0.0706129097498462 NA 6
"tBodyGyro_mean_Z" 0.0973130293888923 NA 6
"tBodyGyro_std_X" -0.653800660041538 NA 6
"tBodyGyro_std_Y" -0.626252072652308 NA 6
"tBodyGyro_std_Z" -0.599910232855692 NA 6
"tBodyGyroJerk_mean_X" -0.0829159966093231 NA 6
"tBodyGyroJerk_mean_Y" -0.0454921005615385 NA 6
"tBodyGyroJerk_mean_Z" -0.0533610323667692 NA 6
"tBodyGyroJerk_std_X" -0.546009968372308 NA 6
"tBodyGyroJerk_std_Y" -0.677635980501539 NA 6
"tBodyGyroJerk_std_Z" -0.526908306306892 NA 6
"tBodyAccMag_mean" -0.464770006998123 NA 6
"tBodyAccMag_std" -0.483790606354154 NA 6
"tGravityAccMag_mean" -0.464770006998123 NA 6
"tGravityAccMag_std" -0.483790606354154 NA 6
"tBodyAccJerkMag_mean" -0.551413652396923 NA 6
"tBodyAccJerkMag_std" -0.502935062310769 NA 6
"tBodyGyroMag_mean" -0.549494852037046 NA 6
"tBodyGyroMag_std" -0.579837818063692 NA 6
"tBodyGyroJerkMag_mean" -0.621936158532308 NA 6
"tBodyGyroJerkMag_std" -0.644474485460492 NA 6
"fBodyAcc_mean_X" -0.506174926221538 NA 6
"fBodyAcc_mean_Y" -0.392041410138769 NA 6
"fBodyAcc_mean_Z" -0.683725945015385 NA 6
"fBodyAcc_std_X" -0.506680276530492 NA 6
"fBodyAcc_std_Y" -0.396677793847908 NA 6
"fBodyAcc_std_Z" -0.694365207233846 NA 6
"fBodyAcc_meanFreq_X" -0.191537066813538 NA 6
"fBodyAcc_meanFreq_Y" 0.0590114878605846 NA 6
"fBodyAcc_meanFreq_Z" 0.113046089288708 NA 6
"fBodyAccJerk_mean_X" -0.549394273848923 NA 6
"fBodyAccJerk_mean_Y" -0.503558973703692 NA 6
"fBodyAccJerk_mean_Z" -0.720867157741538 NA 6
"fBodyAccJerk_std_X" -0.555346159400332 NA 6
"fBodyAccJerk_std_Y" -0.437837459287385 NA 6
"fBodyAccJerk_std_Z" -0.755751144098462 NA 6
"fBodyAccJerk_meanFreq_X" -0.0956140259974462 NA 6
"fBodyAccJerk_meanFreq_Y" -0.305422668448923 NA 6
"fBodyAccJerk_meanFreq_Z" -0.1006823905788 NA 6
"fBodyGyro_mean_X" -0.537201442069846 NA 6
"fBodyGyro_mean_Y" -0.621188724858462 NA 6
"fBodyGyro_mean_Z" -0.507604207506462 NA 6
"fBodyGyro_std_X" -0.692862440004 NA 6
"fBodyGyro_std_Y" -0.633236229753846 NA 6
"fBodyGyro_std_Z" -0.67302031484 NA 6
"fBodyGyro_meanFreq_X" 0.0289087194733538 NA 6
"fBodyGyro_meanFreq_Y" -0.0427900206246154 NA 6
"fBodyGyro_meanFreq_Z" 0.101044783556 NA 6
"fBodyAccMag_mean" -0.473974924380431 NA 6
"fBodyAccMag_std" -0.570910289993846 NA 6
"fBodyAccMag_meanFreq" 0.102346682227846 NA 6
"fBodyAccJerkMag_mean" -0.494882316238462 NA 6
"fBodyAccJerkMag_std" -0.516711262173969 NA 6
"fBodyAccJerkMag_meanFreq" 0.0831165453227692 NA 6
"fBodyGyroMag_mean" -0.579130051151385 NA 6
"fBodyGyroMag_std" -0.657368673849846 NA 6
"fBodyGyroMag_meanFreq" 0.104193397607938 NA 6
"fBodyGyroJerkMag_mean" -0.651886909221538 NA 6
"fBodyGyroJerkMag_std" -0.660175875210246 NA 6
"fBodyGyroJerkMag_meanFreq" 0.081817622852 NA 6
"tBodyAcc_mean_X" 0.270211697814935 NA 7
"tBodyAcc_mean_Y" -0.0187904887668182 NA 7
"tBodyAcc_mean_Z" -0.112492375388312 NA 7
"tBodyAcc_std_X" -0.577518324748052 NA 7
"tBodyAcc_std_Y" -0.546403365345779 NA 7
"tBodyAcc_std_Z" -0.456473642256981 NA 7
"tGravityAcc_mean_X" 0.681289120844156 NA 7
"tGravityAcc_mean_Y" -0.0420221452496753 NA 7
"tGravityAcc_mean_Z" 0.0342160711928604 NA 7
"tGravityAcc_std_X" -0.956538178587662 NA 7
"tGravityAcc_std_Y" -0.955312554090909 NA 7
"tGravityAcc_std_Z" -0.923304724090909 NA 7
"tBodyAccJerk_mean_X" 0.0831829573168831 NA 7
"tBodyAccJerk_mean_Y" 0.00760909767418831 NA 7
"tBodyAccJerk_mean_Z" -0.00791725696048701 NA 7
"tBodyAccJerk_std_X" -0.615131377408279 NA 7
"tBodyAccJerk_std_Y" -0.622997416262013 NA 7
"tBodyAccJerk_std_Z" -0.664336860544416 NA 7
"tBodyGyro_mean_X" -0.0518716929407792 NA 7
"tBodyGyro_mean_Y" -0.0646077113078896 NA 7
"tBodyGyro_mean_Z" 0.0977671721406169 NA 7
"tBodyGyro_std_X" -0.687155474097403 NA 7
"tBodyGyro_std_Y" -0.652408657909091 NA 7
"tBodyGyro_std_Z" -0.663340760331169 NA 7
"tBodyGyroJerk_mean_X" -0.0942037376182662 NA 7
"tBodyGyroJerk_mean_Y" -0.0414401406082792 NA 7
"tBodyGyroJerk_mean_Z" -0.0610307928148701 NA 7
"tBodyGyroJerk_std_X" -0.701731200484416 NA 7
"tBodyGyroJerk_std_Y" -0.674920114957468 NA 7
"tBodyGyroJerk_std_Z" -0.750808705594156 NA 7
"tBodyAccMag_mean" -0.511312036747403 NA 7
"tBodyAccMag_std" -0.510669879158539 NA 7
"tGravityAccMag_mean" -0.511312036747403 NA 7
"tGravityAccMag_std" -0.510669879158539 NA 7
"tBodyAccJerkMag_mean" -0.622815767680292 NA 7
"tBodyAccJerkMag_std" -0.550560230585714 NA 7
"tBodyGyroMag_mean" -0.581899897967532 NA 7
"tBodyGyroMag_std" -0.598670795839286 NA 7
"tBodyGyroJerkMag_mean" -0.713191348337662 NA 7
"tBodyGyroJerkMag_std" -0.658017844948377 NA 7
"fBodyAcc_mean_X" -0.593011288564935 NA 7
"fBodyAcc_mean_Y" -0.563547785174026 NA 7
"fBodyAcc_mean_Z" -0.531005941495552 NA 7
"fBodyAcc_std_X" -0.572347541484091 NA 7
"fBodyAcc_std_Y" -0.567046977262987 NA 7
"fBodyAcc_std_Z" -0.460792123277305 NA 7
"fBodyAcc_meanFreq_X" -0.311790512382468 NA 7
"fBodyAcc_meanFreq_Y" -0.0300713296399351 NA 7
"fBodyAcc_meanFreq_Z" 0.0146620852844481 NA 7
"fBodyAccJerk_mean_X" -0.637521940243831 NA 7
"fBodyAccJerk_mean_Y" -0.641687333850227 NA 7
"fBodyAccJerk_mean_Z" -0.642515716574286 NA 7
"fBodyAccJerk_std_X" -0.626785744584416 NA 7
"fBodyAccJerk_std_Y" -0.62853163071948 NA 7
"fBodyAccJerk_std_Z" -0.684856438953896 NA 7
"fBodyAccJerk_meanFreq_X" -0.11978430017462 NA 7
"fBodyAccJerk_meanFreq_Y" -0.239501714015909 NA 7
"fBodyAccJerk_meanFreq_Z" -0.220260861049058 NA 7
"fBodyGyro_mean_X" -0.643767578493507 NA 7
"fBodyGyro_mean_Y" -0.630419275006169 NA 7
"fBodyGyro_mean_Z" -0.655083354905844 NA 7
"fBodyGyro_std_X" -0.703883646896104 NA 7
"fBodyGyro_std_Y" -0.671161922837662 NA 7
"fBodyGyro_std_Z" -0.698949518905844 NA 7
"fBodyGyro_meanFreq_X" -0.134491772785779 NA 7
"fBodyGyro_meanFreq_Y" -0.103884514547565 NA 7
"fBodyGyro_meanFreq_Z" -0.0863412384825 NA 7
"fBodyAccMag_mean" -0.518323878824675 NA 7
"fBodyAccMag_std" -0.583819796092208 NA 7
"fBodyAccMag_meanFreq" -0.0106873745212792 NA 7
"fBodyAccJerkMag_mean" -0.553360009658182 NA 7
"fBodyAccJerkMag_std" -0.550683254908442 NA 7
"fBodyAccJerkMag_meanFreq" 0.108695730522532 NA 7
"fBodyGyroMag_mean" -0.628877272791136 NA 7
"fBodyGyroMag_std" -0.650923648207792 NA 7
"fBodyGyroMag_meanFreq" -0.0352276334005552 NA 7
"fBodyGyroJerkMag_mean" -0.668879188156396 NA 7
"fBodyGyroJerkMag_std" -0.668963362464935 NA 7
"fBodyGyroJerkMag_meanFreq" 0.0631920436939935 NA 7
"tBodyAcc_mean_X" 0.270759063295374 NA 8
"tBodyAcc_mean_Y" -0.0181894974688612 NA 8
"tBodyAcc_mean_Z" -0.106809623683986 NA 8
"tBodyAcc_std_X" -0.582958863017438 NA 8
"tBodyAcc_std_Y" -0.349383732046263 NA 8
"tBodyAcc_std_Z" -0.499472687913167 NA 8
"tGravityAcc_mean_X" 0.647498175409253 NA 8
"tGravityAcc_mean_Y" 0.0303211113118861 NA 8
"tGravityAcc_mean_Z" 0.0836542406807936 NA 8
"tGravityAcc_std_X" -0.954256666035587 NA 8
"tGravityAcc_std_Y" -0.94844645047331 NA 8
"tGravityAcc_std_Z" -0.923180663601423 NA 8
"tBodyAccJerk_mean_X" 0.084215745375516 NA 8
"tBodyAccJerk_mean_Y" 0.000860301581786477 NA 8
"tBodyAccJerk_mean_Z" -0.0196719912994306 NA 8
"tBodyAccJerk_std_X" -0.575993073911744 NA 8
"tBodyAccJerk_std_Y" -0.458724925167972 NA 8
"tBodyAccJerk_std_Z" -0.66835678475516 NA 8
"tBodyGyro_mean_X" 0.00359053897160142 NA 8
"tBodyGyro_mean_Y" -0.091077509832669 NA 8
"tBodyGyro_mean_Z" 0.0640867611561922 NA 8
"tBodyGyro_std_X" -0.656219242281851 NA 8
"tBodyGyro_std_Y" -0.570941237019217 NA 8
"tBodyGyro_std_Z" -0.511392038012811 NA 8
"tBodyGyroJerk_mean_X" -0.104969855200356 NA 8
"tBodyGyroJerk_mean_Y" -0.0400922240331673 NA 8
"tBodyGyroJerk_mean_Z" -0.0582887148366548 NA 8
"tBodyGyroJerk_std_X" -0.674984452240214 NA 8
"tBodyGyroJerk_std_Y" -0.683086930288968 NA 8
"tBodyGyroJerk_std_Z" -0.695970301754448 NA 8
"tBodyAccMag_mean" -0.468522592843416 NA 8
"tBodyAccMag_std" -0.554038979266192 NA 8
"tGravityAccMag_mean" -0.468522592843416 NA 8
"tGravityAccMag_std" -0.554038979266192 NA 8
"tBodyAccJerkMag_mean" -0.534248616612028 NA 8
"tBodyAccJerkMag_std" -0.564471999961566 NA 8
"tBodyGyroMag_mean" -0.476214943826192 NA 8
"tBodyGyroMag_std" -0.581422885341281 NA 8
"tBodyGyroJerkMag_mean" -0.673625525658363 NA 8
"tBodyGyroJerkMag_std" -0.715838385516014 NA 8
"fBodyAcc_mean_X" -0.581831414648399 NA 8
"fBodyAcc_mean_Y" -0.374944236206406 NA 8
"fBodyAcc_mean_Z" -0.550979388719929 NA 8
"fBodyAcc_std_X" -0.585343460535587 NA 8
"fBodyAcc_std_Y" -0.378656458967972 NA 8
"fBodyAcc_std_Z" -0.513206312959075 NA 8
"fBodyAcc_meanFreq_X" -0.216022261686477 NA 8
"fBodyAcc_meanFreq_Y" 0.0263297524124555 NA 8
"fBodyAcc_meanFreq_Z" 0.0913951982033452 NA 8
"fBodyAccJerk_mean_X" -0.59163500910605 NA 8
"fBodyAccJerk_mean_Y" -0.495906215569395 NA 8
"fBodyAccJerk_mean_Z" -0.644285802406762 NA 8
"fBodyAccJerk_std_X" -0.598546245236655 NA 8
"fBodyAccJerk_std_Y" -0.45636839585694 NA 8
"fBodyAccJerk_std_Z" -0.691480916950178 NA 8
"fBodyAccJerk_meanFreq_X" 0.0212336768810676 NA 8
"fBodyAccJerk_meanFreq_Y" -0.169061574411388 NA 8
"fBodyAccJerk_meanFreq_Z" -0.0826086104950178 NA 8
"fBodyGyro_mean_X" -0.601382421248399 NA 8
"fBodyGyro_mean_Y" -0.575938482711388 NA 8
"fBodyGyro_mean_Z" -0.525562919047438 NA 8
"fBodyGyro_std_X" -0.675275353078292 NA 8
"fBodyGyro_std_Y" -0.573087292172598 NA 8
"fBodyGyro_std_Z" -0.553968587869751 NA 8
"fBodyGyro_meanFreq_X" -0.117102793715658 NA 8
"fBodyGyro_meanFreq_Y" -0.153879695796192 NA 8
"fBodyGyro_meanFreq_Z" -0.0430258806635231 NA 8
"fBodyAccMag_mean" -0.512106792856939 NA 8
"fBodyAccMag_std" -0.651638076286121 NA 8
"fBodyAccMag_meanFreq" 0.146541439681957 NA 8
"fBodyAccJerkMag_mean" -0.529244911130605 NA 8
"fBodyAccJerkMag_std" -0.618027414911032 NA 8
"fBodyAccJerkMag_meanFreq" 0.271528870278648 NA 8
"fBodyGyroMag_mean" -0.609984289180071 NA 8
"fBodyGyroMag_std" -0.636673891144128 NA 8
"fBodyGyroMag_meanFreq" -0.0232241525951918 NA 8
"fBodyGyroJerkMag_mean" -0.70215621546726 NA 8
"fBodyGyroJerkMag_std" -0.755717299964413 NA 8
"fBodyGyroJerkMag_meanFreq" 0.223748693337011 NA 8
"tBodyAcc_mean_X" 0.270313841621528 NA 9
"tBodyAcc_mean_Y" -0.0209466555412396 NA 9
"tBodyAcc_mean_Z" -0.101233826213889 NA 9
"tBodyAcc_std_X" -0.555656544538194 NA 9
"tBodyAcc_std_Y" -0.5758878952125 NA 9
"tBodyAcc_std_Z" -0.506111776081806 NA 9
"tGravityAcc_mean_X" 0.670845545555556 NA 9
"tGravityAcc_mean_Y" -0.0467446999509028 NA 9
"tGravityAcc_mean_Z" 0.104353653032743 NA 9
"tGravityAcc_std_X" -0.958784666180556 NA 9
"tGravityAcc_std_Y" -0.949938115208333 NA 9
"tGravityAcc_std_Z" -0.920554317815972 NA 9
"tBodyAccJerk_mean_X" 0.0840171430291667 NA 9
"tBodyAccJerk_mean_Y" 0.00678485848399306 NA 9
"tBodyAccJerk_mean_Z" -0.00102998088194444 NA 9
"tBodyAccJerk_std_X" -0.578305161360069 NA 9
"tBodyAccJerk_std_Y" -0.678923872274306 NA 9
"tBodyAccJerk_std_Z" -0.721610094569444 NA 9
"tBodyGyro_mean_X" -0.0701318154561458 NA 9
"tBodyGyro_mean_Y" -0.0729884312991667 NA 9
"tBodyGyro_mean_Z" 0.109092913237986 NA 9
"tBodyGyro_std_X" -0.676452392569444 NA 9
"tBodyGyro_std_Y" -0.670498220701389 NA 9
"tBodyGyro_std_Z" -0.587557692291458 NA 9
"tBodyGyroJerk_mean_X" -0.0892254930640278 NA 9
"tBodyGyroJerk_mean_Y" -0.0397344421815972 NA 9
"tBodyGyroJerk_mean_Z" -0.053402884281875 NA 9
"tBodyGyroJerk_std_X" -0.7617108665625 NA 9
"tBodyGyroJerk_std_Y" -0.773273878854167 NA 9
"tBodyGyroJerk_std_Z" -0.744656038298611 NA 9
"tBodyAccMag_mean" -0.505183470509188 NA 9
"tBodyAccMag_std" -0.553038255314792 NA 9
"tGravityAccMag_mean" -0.505183470509188 NA 9
"tGravityAccMag_std" -0.553038255314792 NA 9
"tBodyAccJerkMag_mean" -0.621608245092361 NA 9
"tBodyAccJerkMag_std" -0.608862145384722 NA 9
"tBodyGyroMag_mean" -0.550201866572569 NA 9
"tBodyGyroMag_std" -0.663198385034722 NA 9
"tBodyGyroJerkMag_mean" -0.7629795809375 NA 9
"tBodyGyroJerkMag_std" -0.786176892048611 NA 9
"fBodyAcc_mean_X" -0.579258404408681 NA 9
"fBodyAcc_mean_Y" -0.610267804090278 NA 9
"fBodyAcc_mean_Z" -0.592119122804271 NA 9
"fBodyAcc_std_X" -0.547995744907986 NA 9
"fBodyAcc_std_Y" -0.586766083232639 NA 9
"fBodyAcc_std_Z" -0.501074006965903 NA 9
"fBodyAcc_meanFreq_X" -0.291349229752569 NA 9
"fBodyAcc_meanFreq_Y" -0.0879003298041667 NA 9
"fBodyAcc_meanFreq_Z" -0.0304334227664236 NA 9
"fBodyAccJerk_mean_X" -0.621377141312847 NA 9
"fBodyAccJerk_mean_Y" -0.699766614569444 NA 9
"fBodyAccJerk_mean_Z" -0.702931927996528 NA 9
"fBodyAccJerk_std_X" -0.572819893733993 NA 9
"fBodyAccJerk_std_Y" -0.679065855003472 NA 9
"fBodyAccJerk_std_Z" -0.739139922708333 NA 9
"fBodyAccJerk_meanFreq_X" -0.219176266215278 NA 9
"fBodyAccJerk_meanFreq_Y" -0.296107744084757 NA 9
"fBodyAccJerk_meanFreq_Z" -0.290292303180208 NA 9
"fBodyGyro_mean_X" -0.639863219559028 NA 9
"fBodyGyro_mean_Y" -0.683924287600694 NA 9
"fBodyGyro_mean_Z" -0.612680463163889 NA 9
"fBodyGyro_std_X" -0.690689895534722 NA 9
"fBodyGyro_std_Y" -0.667203220760417 NA 9
"fBodyGyro_std_Z" -0.619468634127778 NA 9
"fBodyGyro_meanFreq_X" -0.205909254584222 NA 9
"fBodyGyro_meanFreq_Y" -0.240880440259861 NA 9
"fBodyGyro_meanFreq_Z" -0.196153280691528 NA 9
"fBodyAccMag_mean" -0.553186448295139 NA 9
"fBodyAccMag_std" -0.624456827182986 NA 9
"fBodyAccMag_meanFreq" -0.00358269125034722 NA 9
"fBodyAccJerkMag_mean" -0.609193721940625 NA 9
"fBodyAccJerkMag_std" -0.611619343190972 NA 9
"fBodyAccJerkMag_meanFreq" 0.0983598303289236 NA 9
"fBodyGyroMag_mean" -0.700863097986111 NA 9
"fBodyGyroMag_std" -0.697729432621528 NA 9
"fBodyGyroMag_meanFreq" -0.108828634535764 NA 9
"fBodyGyroJerkMag_mean" -0.786473954201389 NA 9
"fBodyGyroJerkMag_std" -0.801296292638889 NA 9
"fBodyGyroJerkMag_meanFreq" 0.0927763736788194 NA 9
"tBodyAcc_mean_X" 0.27684847392517 NA 10
"tBodyAcc_mean_Y" -0.017835790552415 NA 10
"tBodyAcc_mean_Z" -0.111301532185714 NA 10
"tBodyAcc_std_X" -0.537807711163265 NA 10
"tBodyAcc_std_Y" -0.497405885644898 NA 10
"tBodyAcc_std_Z" -0.614776952226361 NA 10
"tGravityAcc_mean_X" 0.642905730306122 NA 10
"tGravityAcc_mean_Y" -0.0740248544557823 NA 10
"tGravityAcc_mean_Z" 0.0552047227876769 NA 10
"tGravityAcc_std_X" -0.965808126428571 NA 10
"tGravityAcc_std_Y" -0.95452407255102 NA 10
"tGravityAcc_std_Z" -0.938706428064626 NA 10
"tBodyAccJerk_mean_X" 0.0798108613061224 NA 10
"tBodyAccJerk_mean_Y" 0.0129143257457823 NA 10
"tBodyAccJerk_mean_Z" -0.0113556967940476 NA 10
"tBodyAccJerk_std_X" -0.52938321427551 NA 10
"tBodyAccJerk_std_Y" -0.540236619204728 NA 10
"tBodyAccJerk_std_Z" -0.750729260772109 NA 10
"tBodyGyro_mean_X" -0.0185023695936054 NA 10
"tBodyGyro_mean_Y" -0.0846403674590918 NA 10
"tBodyGyro_mean_Z" 0.0910265011879252 NA 10
"tBodyGyro_std_X" -0.67390558227449 NA 10
"tBodyGyro_std_Y" -0.591333155194558 NA 10
"tBodyGyro_std_Z" -0.598142328621088 NA 10
"tBodyGyroJerk_mean_X" -0.108150829882313 NA 10
"tBodyGyroJerk_mean_Y" -0.0424219983671769 NA 10
"tBodyGyroJerk_mean_Z" -0.0555521277515646 NA 10
"tBodyGyroJerk_std_X" -0.703243499727891 NA 10
"tBodyGyroJerk_std_Y" -0.768641779047619 NA 10
"tBodyGyroJerk_std_Z" -0.686800252738095 NA 10
"tBodyAccMag_mean" -0.502500207000204 NA 10
"tBodyAccMag_std" -0.545348810631551 NA 10
"tGravityAccMag_mean" -0.502500207000204 NA 10
"tGravityAccMag_std" -0.545348810631551 NA 10
"tBodyAccJerkMag_mean" -0.57776193128833 NA 10
"tBodyAccJerkMag_std" -0.529340480130272 NA 10
"tBodyGyroMag_mean" -0.521819802352381 NA 10
"tBodyGyroMag_std" -0.624408369413333 NA 10
"tBodyGyroJerkMag_mean" -0.734465805340136 NA 10
"tBodyGyroJerkMag_std" -0.768821828979592 NA 10
"fBodyAcc_mean_X" -0.532289464513605 NA 10
"fBodyAcc_mean_Y" -0.494651474235034 NA 10
"fBodyAcc_mean_Z" -0.655062273211565 NA 10
"fBodyAcc_std_X" -0.541170169070068 NA 10
"fBodyAcc_std_Y" -0.532135172812313 NA 10
"fBodyAcc_std_Z" -0.625871772082993 NA 10
"fBodyAcc_meanFreq_X" -0.156150832113776 NA 10
"fBodyAcc_meanFreq_Y" 0.0948129948809524 NA 10
"fBodyAcc_meanFreq_Z" 0.150687015615519 NA 10
"fBodyAccJerk_mean_X" -0.547243039827891 NA 10
"fBodyAccJerk_mean_Y" -0.555104553563503 NA 10
"fBodyAccJerk_mean_Z" -0.721689700769728 NA 10
"fBodyAccJerk_std_X" -0.553403478735408 NA 10
"fBodyAccJerk_std_Y" -0.556271725483333 NA 10
"fBodyAccJerk_std_Z" -0.77916817122449 NA 10
"fBodyAccJerk_meanFreq_X" -0.0313012983494898 NA 10
"fBodyAccJerk_meanFreq_Y" -0.148940675963605 NA 10
"fBodyAccJerk_meanFreq_Z" 0.0112385060119048 NA 10
"fBodyGyro_mean_X" -0.620379208870442 NA 10
"fBodyGyro_mean_Y" -0.64835059542517 NA 10
"fBodyGyro_mean_Z" -0.567456661721769 NA 10
"fBodyGyro_std_X" -0.692654261914966 NA 10
"fBodyGyro_std_Y" -0.565943677806122 NA 10
"fBodyGyro_std_Z" -0.645947720476871 NA 10
"fBodyGyro_meanFreq_X" -0.0663150945743537 NA 10
"fBodyGyro_meanFreq_Y" -0.0881515905938775 NA 10
"fBodyGyro_meanFreq_Z" -0.0500743540119048 NA 10
"fBodyAccMag_mean" -0.518734046961905 NA 10
"fBodyAccMag_std" -0.633196110969728 NA 10
"fBodyAccMag_meanFreq" 0.173253569411224 NA 10
"fBodyAccJerkMag_mean" -0.515140810846939 NA 10
"fBodyAccJerkMag_std" -0.553027359614864 NA 10
"fBodyAccJerkMag_meanFreq" 0.163072697936429 NA 10
"fBodyGyroMag_mean" -0.661496552826531 NA 10
"fBodyGyroMag_std" -0.666014612598639 NA 10
"fBodyGyroMag_meanFreq" 0.0120855942278469 NA 10
"fBodyGyroJerkMag_mean" -0.767780095068027 NA 10
"fBodyGyroJerkMag_std" -0.787144257176871 NA 10
"fBodyGyroJerkMag_meanFreq" 0.153580253720748 NA 10
"tBodyAcc_mean_X" 0.27658531139557 NA 11
"tBodyAcc_mean_Y" -0.0191272531933228 NA 11
"tBodyAcc_mean_Z" -0.108941761642405 NA 11
"tBodyAcc_std_X" -0.58947649779557 NA 11
"tBodyAcc_std_Y" -0.490379346996835 NA 11
"tBodyAcc_std_Z" -0.665324314227848 NA 11
"tGravityAcc_mean_X" 0.730526184936709 NA 11
"tGravityAcc_mean_Y" 0.0527387028613924 NA 11
"tGravityAcc_mean_Z" 0.140209861246835 NA 11
"tGravityAcc_std_X" -0.975394457689873 NA 11
"tGravityAcc_std_Y" -0.957138770727848 NA 11
"tGravityAcc_std_Z" -0.956812000411392 NA 11
"tBodyAccJerk_mean_X" 0.0830134540658228 NA 11
"tBodyAccJerk_mean_Y" 0.0078044254343038 NA 11
"tBodyAccJerk_mean_Z" -0.00657424975259494 NA 11
"tBodyAccJerk_std_X" -0.659323083055063 NA 11
"tBodyAccJerk_std_Y" -0.608784226719937 NA 11
"tBodyAccJerk_std_Z" -0.842511816044304 NA 11
"tBodyGyro_mean_X" -0.0547328440272468 NA 11
"tBodyGyro_mean_Y" -0.0582275770813291 NA 11
"tBodyGyro_mean_Z" 0.087284109682356 NA 11
"tBodyGyro_std_X" -0.739922126628797 NA 11
"tBodyGyro_std_Y" -0.703501766487342 NA 11
"tBodyGyro_std_Z" -0.725016008797468 NA 11
"tBodyGyroJerk_mean_X" -0.0805473309873418 NA 11
"tBodyGyroJerk_mean_Y" -0.0493914065474684 NA 11
"tBodyGyroJerk_mean_Z" -0.0480140167267405 NA 11
"tBodyGyroJerk_std_X" -0.781738140601266 NA 11
"tBodyGyroJerk_std_Y" -0.868377254082279 NA 11
"tBodyGyroJerk_std_Z" -0.795490882468354 NA 11
"tBodyAccMag_mean" -0.542825032813608 NA 11
"tBodyAccMag_std" -0.612882270912658 NA 11
"tGravityAccMag_mean" -0.542825032813608 NA 11
"tGravityAccMag_std" -0.612882270912658 NA 11
"tBodyAccJerkMag_mean" -0.679819504547468 NA 11
